deepitem,qid,choice,answer,dectime,shrunkenbeta,shrunkendelta,numb,ipaddress,,,roughorder,nomath,byhand,head,calculator,spreadsheet,otherapp,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q81_8,Q90_2,Q90_3,Q90_4,Q90_5,Q90_6,Q90_7,Q90_8,Q90_1,Q126_1,Q126_2,satisfaction,confidence,effort,percentconf1,percentconf2,imp_namelook,imp_intro,imp_period,imp_stdint,imp_annual,Q113,Q115,Q117,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q116,Q118,Q120,Q154,Q129,Q131,Q135,Q137,Q139_3,Q141_1,Q145,Q147,Q149,Q151,unusual,unusualtext,Q179,Q177,Q169,Q173,LocationLatitude,LocationLongitude,starttime,endtime,beta,dailyrate,annualfactor,new_beta,r02,new_annualfactor
1,0,1,2,3.602,1.058589,0,2917,174.48.149.245,174.48.149.245,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.602},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.713},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.911},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.249},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":1,""answer"":2,""responseTime"":4.984},{""id"":753665,""beta"":1.263781,""discountRate"":0.0039397899999999994,""choice"":1,""answer"":2,""responseTime"":2.012},{""id"":770049,""beta"":1.3271870000000001,""discountRate"":0.004239921,""choice"":0,""answer"":1,""responseTime"":2.245},{""id"":770050,""beta"":1.311579,""discountRate"":0.0045933929999999994,""choice"":0,""answer"":1,""responseTime"":2.127},{""id"":770051,""beta"":1.1506189999999998,""discountRate"":0.0037606009999999997,""choice"":0,""answer"":1,""responseTime"":2.944},{""id"":770052,""beta"":1.156168,""discountRate"":0.004056906,""choice"":0,""answer"":1,""responseTime"":2.327},{""id"":770053,""beta"":1.095825,""discountRate"":0.0037266879999999997,""choice"":0,""answer"":1,""responseTime"":3.69},{""id"":770054,""beta"":1.100615,""discountRate"":0.003948404,""choice"":0,""answer"":1,""responseTime"":1.855},{""id"":770055,""beta"":1.063291,""discountRate"":0.0037483629999999998}]",244,0,0,0,1,0,1,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,14,14,4,3,4,9,8,0,30,20,45,5,500,10,0.01,4,4,4,8,1,5,4,5,1,1,7,9,5,1,1,2,4,5,3,5,3,4,3,2,NA,2,2,2,1900,26.0168,-80.153702,43600.46461,43600.472,0.994784366,0.00164413,0.6300378,1.051790577,0.003092953,0.342020542
1,0,1,2,3.471,1.058589,0,2929,24.44.122.222,24.44.122.222,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.471},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.15},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.15},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":3.656},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":1,""answer"":2,""responseTime"":6.426},{""id"":753665,""beta"":1.263781,""discountRate"":0.0039397899999999994,""choice"":1,""answer"":2,""responseTime"":3.208},{""id"":770049,""beta"":1.3271870000000001,""discountRate"":0.004239921,""choice"":0,""answer"":1,""responseTime"":2.028},{""id"":770050,""beta"":1.311579,""discountRate"":0.0045933929999999994,""choice"":0,""answer"":1,""responseTime"":1.76},{""id"":770051,""beta"":1.1506189999999998,""discountRate"":0.0037606009999999997,""choice"":0,""answer"":1,""responseTime"":3.319},{""id"":770052,""beta"":1.156168,""discountRate"":0.004056906,""choice"":0,""answer"":1,""responseTime"":2.567},{""id"":770053,""beta"":1.095825,""discountRate"":0.0037266879999999997,""choice"":0,""answer"":1,""responseTime"":2.569},{""id"":770054,""beta"":1.100615,""discountRate"":0.003948404,""choice"":0,""answer"":1,""responseTime"":2.846},{""id"":770055,""beta"":1.063291,""discountRate"":0.0037483629999999998}]",245,0,0,0,1,1,0,6,6,2,7,2,1,6,5,2,5,5,3,5,6,1,4,14,8,6,6,6,9,10,0,25,25,25,25,520,10,0.1,4,4,4,8,1,1,5,6,1,1,7,7,6,1,1,1,4,2,11,5,3,4,3,2,NA,2,2,2,10000,40.551102,-74.460602,43600.4695,43600.475,0.991493101,0.001737391,0.622418956,1.087872666,0.003426669,0.321202342
1,0,1,2,7.806,1.058589,0,2941,76.170.160.149,76.170.160.149,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":7.806},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.76},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.25},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":12.084},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":6.196},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":0,""answer"":1,""responseTime"":7.745},{""id"":720899,""beta"":0.9347612,""discountRate"":0.005225410000000001,""choice"":0,""answer"":1,""responseTime"":3.201},{""id"":720900,""beta"":0.8520279,""discountRate"":0.004694948,""choice"":0,""answer"":1,""responseTime"":5.477},{""id"":720901,""beta"":0.7990147999999999,""discountRate"":0.004150582999999999,""choice"":1,""answer"":2,""responseTime"":4.624},{""id"":722949,""beta"":0.7983986,""discountRate"":0.003487227,""choice"":1,""answer"":2,""responseTime"":3.013},{""id"":723973,""beta"":0.8478222999999999,""discountRate"":0.00406426,""choice"":1,""answer"":2,""responseTime"":5.092},{""id"":724485,""beta"":0.8779907000000001,""discountRate"":0.004395915,""choice"":0,""answer"":1,""responseTime"":5.318},{""id"":724486,""beta"":0.8494014,""discountRate"":0.004081948}]",246,0,0,1,0,0,0,6,6,4,4,4,4,4,4,4,6,4,4,4,6,6,4,11,11,3,2,6,1,1,6,24,24,24,22,20,10,20,5,4,4,8,1,5,5,5,1,1,4,10,4,1,1,1,4,3,2,6,5,2,1,2,NA,2,2,2,2300,33.895096,-118.291,43600.46412,43600.477,0.911959827,0.0044688,0.306830199,0.826153965,0.003594304,0.291275039
1,0,1,2,3.266,1.058589,0,2953,138.219.172.94,138.219.172.94,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.266},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.3},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":0,""answer"":1,""responseTime"":2.918},{""id"":524290,""beta"":0.6133917,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.781},{""id"":524291,""beta"":0.48805699999999996,""discountRate"":0.000002703294,""choice"":1,""answer"":2,""responseTime"":2.998},{""id"":557059,""beta"":0.6843046,""discountRate"":0.003721673,""choice"":1,""answer"":2,""responseTime"":3.774},{""id"":573443,""beta"":0.6416173000000001,""discountRate"":0.002209793,""choice"":1,""answer"":2,""responseTime"":2.573},{""id"":581635,""beta"":0.7217498,""discountRate"":0.0028658229999999995,""choice"":1,""answer"":2,""responseTime"":2.966},{""id"":585731,""beta"":0.8415485,""discountRate"":0.0042486419999999995,""choice"":1,""answer"":2,""responseTime"":2.845},{""id"":587779,""beta"":0.8871555,""discountRate"":0.00466771,""choice"":1,""answer"":2,""responseTime"":2.189},{""id"":588803,""beta"":0.9172482000000001,""discountRate"":0.0049181220000000005,""choice"":0,""answer"":1,""responseTime"":2.949},{""id"":588804,""beta"":0.9187175999999999,""discountRate"":0.006538425999999999,""choice"":1,""answer"":2,""responseTime"":2.059},{""id"":589060,""beta"":0.9401138,""discountRate"":0.0067251509999999995}]",247,0,0,1,0,0,0,5,6,6,6,7,5,7,5,6,4,5,6,6,6,7,5,14,13,5,6,6,2,1,12,7,75,5,1,1000,10,0.1,1,4,4,8,4,1,5,1,4,1,8,8,5,1,1,1,4,3,2,5,3,4,1,2,NA,2,2,2,2300,15,-86.5,43600.47076,43600.478,0.977526029,0.006369482,0.177579566,0.95095204,0.007044966,0.083183728
1,0,1,2,4.484,1.058589,0,2965,73.220.56.241,73.220.56.241,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.484},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.489},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.132},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":4.741},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":8.41},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.624},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.186},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":5.915},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.812},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.27},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":3.514},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":12.169},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",248,0,0,1,0,0,0,6,5,5,4,7,3,3,5,6,2,6,2,5,6,4,6,14,14,4,3,4,6,6,0,21,24,30,25,500,10,0.1,4,4,4,8,1,1,4,1,1,1,7,7,6,1,1,1,4,6,3,6,3,4,3,2,NA,2,2,2,500,36.794296,-119.8856,43600.47243,43600.478,0.986036104,0.001615521,0.592946089,1.02997903,0.002682302,0.442525344
1,0,1,2,5.438,1.058589,0,2977,50.192.47.17,50.192.47.17,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.438},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.079},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.412},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":5.014},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":1.951},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.37},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":4.852},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":2.081},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":0,""answer"":1,""responseTime"":6.818},{""id"":745476,""beta"":0.8938917,""discountRate"":0.002651302,""choice"":1,""answer"":2,""responseTime"":4.121},{""id"":746500,""beta"":0.9210839,""discountRate"":0.002984437,""choice"":1,""answer"":2,""responseTime"":3.045},{""id"":747012,""beta"":0.9396007000000001,""discountRate"":0.0032017039999999997,""choice"":0,""answer"":1,""responseTime"":1.824},{""id"":747013,""beta"":0.9440487,""discountRate"":0.004044051}]",249,0,0,1,0,0,0,5,6,6,6,2,5,6,2,7,6,6,2,5,7,3,4,11,11,4,4,4,6,6,0,9,25,59,7,500,10,0.1,1,1,4,8,1,1,4,6,5,1,7,4,7,1,2,1,4,6,3,5,3,4,3,2,NA,2,2,2,1000,33.823105,-84.325798,43600.47666,43600.481,0.955993105,0.004024138,0.280773816,0.883552841,0.00310642,0.35026503
1,0,0,1,30.074,0.6703449,0.05,2989,68.4.192.232,68.4.192.232,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":30.074},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":3.865},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":0,""answer"":1,""responseTime"":10.004},{""id"":262146,""beta"":1.03663,""discountRate"":0.04999005,""choice"":0,""answer"":1,""responseTime"":3.37},{""id"":262147,""beta"":0.8136899000000001,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":4.724},{""id"":262148,""beta"":0.47464809999999996,""discountRate"":0.02268032,""choice"":0,""answer"":1,""responseTime"":8.248},{""id"":262149,""beta"":0.5444685,""discountRate"":0.03303958,""choice"":0,""answer"":1,""responseTime"":14.15},{""id"":262150,""beta"":0.6142962000000001,""discountRate"":0.04360876,""choice"":0,""answer"":1,""responseTime"":6.566},{""id"":262151,""beta"":0.4894665,""discountRate"":0.0387069,""choice"":0,""answer"":1,""responseTime"":3.556},{""id"":262152,""beta"":0.40149029999999997,""discountRate"":0.03660804,""choice"":0,""answer"":1,""responseTime"":6.761},{""id"":262153,""beta"":0.3463365,""discountRate"":0.036052719999999996,""choice"":0,""answer"":1,""responseTime"":7.526},{""id"":262154,""beta"":0.2928522,""discountRate"":0.03615201,""choice"":1,""answer"":2,""responseTime"":17.98},{""id"":262410,""beta"":0.3100967,""discountRate"":0.02957577}]",250,0,0,1,0,0,0,6,6,6,5,4,5,6,4,6,5,5,4,5,6,5,4,13,13,5,5,6,10,10,0,25,23,24,28,500,10,0.1,4,4,4,8,1,1,5,1,1,1,7,7,6,1,1,1,5,8,4,5,3,4,1,2,NA,2,2,2,1200,33.612793,-117.6622,43600.47388,43600.485,0.208824296,0.00772473,0.285133145,0.53322673,0.005490738,0.161307835
1,0,0,1,4.33,0.6703449,0.05,3001,69.147.208.206,69.147.208.206,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":4.33},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":4.099},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":3.387},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.823},{""id"":196610,""beta"":0.19952630000000002,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.188},{""id"":229378,""beta"":0.2480317,""discountRate"":0.0003850234,""choice"":1,""answer"":2,""responseTime"":1.831},{""id"":245762,""beta"":0.32652169999999997,""discountRate"":0.003896742,""choice"":0,""answer"":1,""responseTime"":3.769},{""id"":245763,""beta"":0.3755963,""discountRate"":0.01058893,""choice"":1,""answer"":2,""responseTime"":3.651},{""id"":249859,""beta"":0.42950839999999996,""discountRate"":0.011755,""choice"":0,""answer"":1,""responseTime"":4.341},{""id"":249860,""beta"":0.4591232,""discountRate"":0.0165433,""choice"":1,""answer"":2,""responseTime"":1.763},{""id"":250884,""beta"":0.5157489,""discountRate"":0.01743028,""choice"":1,""answer"":2,""responseTime"":3.207},{""id"":251396,""beta"":0.5138699,""discountRate"":0.012960550000000001,""choice"":0,""answer"":1,""responseTime"":1.614},{""id"":251397,""beta"":0.4766317,""discountRate"":0.01236078}]",251,0,0,1,0,0,0,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,13,9,6,3,6,8,8,0,20,20,30,30,500,10,1,6,4,6,8,1,5,5,6,1,4,10,10,6,1,1,2,4,3,3,5,3,4,2,2,NA,1,2,1,30000,45.782104,-92.389198,43600.48128,43600.485,0.718419086,0.009940077,0.146420754,0.655018179,0.005026848,0.293901232
1,0,1,2,5.937,1.058589,0,3013,76.21.83.141,76.21.83.141,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.937},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.905},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.32},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":5.483},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":1,""answer"":2,""responseTime"":3.225},{""id"":688130,""beta"":1.987655,""discountRate"":0.01190409,""choice"":1,""answer"":2,""responseTime"":4.945},{""id"":704514,""beta"":2,""discountRate"":0.01101651,""choice"":1,""answer"":2,""responseTime"":3.452},{""id"":712706,""beta"":2,""discountRate"":0.011016479999999999,""choice"":1,""answer"":2,""responseTime"":3.462},{""id"":716802,""beta"":2,""discountRate"":0.01014415,""choice"":1,""answer"":2,""responseTime"":3.242},{""id"":718850,""beta"":2,""discountRate"":0.01014415,""choice"":1,""answer"":2,""responseTime"":4.594},{""id"":719874,""beta"":1.637751,""discountRate"":0.007527967,""choice"":1,""answer"":2,""responseTime"":1.53},{""id"":720386,""beta"":1.642692,""discountRate"":0.007532892,""choice"":1,""answer"":2,""responseTime"":2.289},{""id"":720642,""beta"":1.642841,""discountRate"":0.007533272}]",252,0,0,1,0,0,0,5,6,4,6,3,4,7,7,6,6,5,1,6,5,5,4,13,13,5,5,5,9,9,0,25,25,40,10,500,10,0.1,1,5,4,8,1,1,1,6,5,6,10,10,5,1,2,2,4,3,3,6,3,4,2,2,NA,2,2,2,10,38.266998,-122.044,43600.48017,43600.488,0.994956284,0.004441061,0.255256263,1.190854536,0.004890164,0.255268783
1,0,0,1,2.335,0.6703449,0.05,3025,98.167.127.34,98.167.127.34,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":2.335},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":1.449},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":0.789},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.061},{""id"":196610,""beta"":0.19952630000000002,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.827},{""id"":196611,""beta"":0.1269409,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":0.684},{""id"":212995,""beta"":0.1813487,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":0.731},{""id"":221187,""beta"":0.1896845,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.012},{""id"":225283,""beta"":0.207852,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.466},{""id"":227331,""beta"":0.25109990000000004,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.367},{""id"":228355,""beta"":0.2835515,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.191},{""id"":228867,""beta"":0.3133603,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.056},{""id"":229123,""beta"":0.3357096,""discountRate"":0}]",253,0,0,1,0,0,0,2,5,3,3,6,5,2,5,5,6,4,6,6,3,3,2,12,10,4,4,4,3,2,24,18,1,23,34,500,10,10,1,4,4,4,4,4,4,4,1,5,7,7,4,1,1,1,5,3,3,5,4,2,1,2,NA,2,2,2,25,36.326508,-115.3398,43600.48705,43600.49,0.835552304,0.003212538,0.48381349,0.757725352,0.003717642,0.315583604
1,0,1,2,3.169,1.058589,0,3037,63.225.178.57,63.225.178.57,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.169},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.13},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.341},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":4.541},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":2.441},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.231},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.201},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":2.611},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":2.346},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.604},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.565},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":3.123},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",254,0,0,1,0,0,0,2,2,5,4,6,3,2,1,4,6,5,4,1,5,1,5,13,9,5,5,6,8,8,1,24,16,3,56,500,10,0.1,4,4,4,8,1,1,4,1,1,1,7,7,4,1,1,2,5,8,2,6,3,2,1,2,NA,2,2,2,25,47.742294,-122.6277,43600.49218,43600.496,0.983362034,0.001521457,0.60936318,0.997927547,0.001893951,0.508421909
1,0,1,2,5.103,1.058589,0,3049,24.208.211.118,24.208.211.118,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.103},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.287},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":1.871},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":1.567},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":1.799},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":1.792},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.391},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":1.871},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":2.145},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.207},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":7.983},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":2.488},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",255,1,0,0,0,0,0,4,7,3,7,6,7,7,4,5,7,6,2,6,5,2,2,14,14,5,5,6,8,10,0,12,22,31,35,500,10,0.1,4,4,4,8,1,1,1,5,1,4,7,4,4,1,1,2,5,1,1,6,5,4,3,2,NA,2,2,2,5000,40.245895,-83.360298,43600.49372,43600.498,0.984745245,0.001546374,0.602009889,1.019686372,0.003129225,0.430253591
1,0,1,2,2.384,1.058589,0,3061,73.219.46.232,73.219.46.232,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":2.384},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.003},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":1.618},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.473},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":1.863},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":1.616},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.649},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":2.675},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":1.476},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.021},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.16},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":2.176},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",256,0,0,1,0,0,0,6,1,2,6,1,4,6,6,1,6,6,1,5,6,3,5,13,14,4,3,3,9,9,0,20,15,60,5,500,10,0.1,4,4,4,8,1,1,4,6,1,1,7,7,6,1,1,1,5,8,4,5,3,4,3,2,NA,2,2,2,100,42.857407,-72.5933,43600.49352,43600.498,0.983071662,0.001609337,0.591854157,0.970458166,0.001257367,0.654554785
1,0,1,2,9.384,1.058589,0,3073,47.24.229.13,47.24.229.13,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":9.384},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.44},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.945},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":4.016},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.643},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.496},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.646},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":14.235},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":4.221},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":4.251},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":4.201},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":5.638},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",257,0,1,0,1,0,1,3,3,3,3,5,3,3,3,2,4,3,5,3,3,4,4,14,13,3,2,6,6,6,1,33,18,42,6,550,10,1,4,4,4,7,1,1,4,5,1,1,10,10,5,1,1,1,4,2,2,5,3,2,3,2,NA,1,1,1,1500,38.584793,-90.299599,43600.48069,43600.498,0.985366884,0.0015947,0.59895683,0.998418396,0.002267361,0.449545779
