V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,path,Q99,DEEPTIME12,Mathbyhand,Nomath,Calculator,Spreadsheet,Mathinhead,Otherapp,totalhelp,Q94_1,Q94_3,Q94_4,Q94_5,Q94_6,Q96_1,Q98_1,bag,Q44,lowgal,Q45,avail,lossav_1,lossav_2,lossav_3,lossav_4,lossav_5,lossav_6,lossav_7,halfway,flugain,fluloss,discmo_1,discmo_2,discmo_3,discmo_4,discmo_5,discmo_6,discmo_7,discmo_8,discmo_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q46_9,discyr_1,discyr_2,discyr_3,discyr_4,discyr_5,discyr_6,discyr_7,discyr_8,discyr_9,discdec_1,discdec_2,discdec_3,discdec_4,discdec_5,discdec_6,discdec_7,discdec_8,discdec_9,hidiscmo_1,hidiscmo_2,hidiscmo_3,hidiscmo_4,hidiscmo_5,hidiscmo_6,hidiscmo_7,hidiscmo_8,hidiscmo_9,hidiscyr_1,hidiscyr_2,hidiscyr_3,hidiscyr_4,hidiscyr_5,hidiscyr_6,hidiscyr_7,hidiscyr_8,hidiscyr_9,hidiscdec_1,hidiscdec_2,hidiscdec_3,hidiscdec_4,hidiscdec_5,hidiscdec_6,hidiscdec_7,hidiscdec_8,hidiscdec_9,lastpage,discbonus,discfee,pd_offer,pd_accept,ClassPerf,Q100,Q38,Q39,Q42,Q102,Q104,Q106_3,Q40,LocationLatitude,LocationLongitude,LocationAccuracy,StartDate,EndDate,IPAddress,betaunshrunken,deltaunshrunken,,beta_unskew,beta,dailyrate,annualfactor,id_prevmerge,expname.1_prevmerge,ip.1_prevmerge,boxesopened_prevmerge,numopened_prevmerge,id2_prevmerge,searchtime_prevmerge,trial_prevmerge,sqrtboxopen_prevmerge,correct_prevmerge,logsearchtime_prevmerge,sqrtsearchtime_prevmerge,searchtime_withoutliers_prevmerge,ipaddress,serial,new_beta,new_r,new_delta
R_2YyvvuJYZad4DMK,Default Response Set,Anonymous,,,172.58.216.184,0,1/28/2019 14:16,1/28/2019 14:28,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":9.899},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.442},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":7.717},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":9.144},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":2.43},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":7.212},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":0,""answer"":1,""responseTime"":4.158},{""id"":671748,""beta"":0.8794175,""discountRate"":0.006219258,""choice"":1,""answer"":2,""responseTime"":3.597},{""id"":675844,""beta"":0.916449,""discountRate"":0.0066046939999999995,""choice"":1,""answer"":2,""responseTime"":10.214},{""id"":677892,""beta"":0.9099705,""discountRate"":0.004937588,""choice"":1,""answer"":2,""responseTime"":6.341},{""id"":678916,""beta"":0.9320589,""discountRate"":0.005170630999999999,""choice"":0,""answer"":1,""responseTime"":3.301},{""id"":678917,""beta"":0.8995206,""discountRate"":0.004994241,""choice"":1,""answer"":2,""responseTime"":2.945},{""id"":679173,""beta"":0.9161136999999999,""discountRate"":0.005190259}]",,,,,1,,0,40,5,5,40,10,8,8,,3500,,3250,3,1,0,0,0,0,0,0,1,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,,200,900,100,3,1,720,3.5,1,1,4,3,1,42.41119385,-71.05139923,-1,"Monday, January 28, 2019","Monday, January 28, 2019",172.58.216.184,0.9161137,0.005190259,0.056497261,0.237691526,0.943502739,0.003770961,0.375579349,2290,ChoiceCC_trial2_o2,172.58.216.184,45,45,2290,297.764,2,6.708203932,1,2.47387219,17.25583959,297.764,172.58.216.184,296,0.923574723,0.003067003,0.4397146
R_1Pdw7achSRmQJsH,Default Response Set,Anonymous,,,184.153.88.11,0,1/28/2019 19:44,1/28/2019 19:57,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":12.438},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":17.376},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.609},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":5.449},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":7.909},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":7.881},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":7.367},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":5.387},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.906},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":7.113},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":4.638},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":4.438},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,,1,,0,0,10,10,70,10,6,5,2249.5,,3250,,2.5,1,0,0,0,0,0,0,1,1,,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,300,,500,500,4,1,740,3.14,2,1,5,8,1,40.78089905,-73.95020294,-1,"Monday, January 28, 2019","Monday, January 28, 2019",184.153.88.11,1.027059,0.002599575,0.039637927,0.199092759,0.960362073,0.000998028,0.723435648,2372,ChoiceCC_trial2_o3,184.153.88.11,100,100,2372,66.288,2,10,1,1.821434916,8.141744285,66.288,184.153.88.11,297,0.941994152,0.00183606,0.557897939
R_vuWweezcgZ0YNS9,Default Response Set,Anonymous,,,186.28.197.140,0,1/21/2019 8:10,1/21/2019 8:45,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":290.835},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":9.46},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":58.17},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":129.566},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":7.368},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":23.204},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":0,""answer"":1,""responseTime"":15.728},{""id"":671748,""beta"":0.8794175,""discountRate"":0.006219258,""choice"":0,""answer"":1,""responseTime"":18.496},{""id"":671749,""beta"":0.8344463000000001,""discountRate"":0.00574573,""choice"":0,""answer"":1,""responseTime"":7.581},{""id"":671750,""beta"":0.8026381,""discountRate"":0.005407001,""choice"":1,""answer"":2,""responseTime"":16.103},{""id"":672774,""beta"":0.8013323,""discountRate"":0.0048700869999999995,""choice"":0,""answer"":1,""responseTime"":7.079},{""id"":672775,""beta"":0.8025081,""discountRate"":0.005354052000000001,""choice"":0,""answer"":1,""responseTime"":11.64},{""id"":672776,""beta"":0.780451,""discountRate"":0.005090833}]",,,,,1,,0,0,21,20,30,29,7,5,1049.5,,249.5,,1.5,1,1,0,0,0,0,0,1,1,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1000,,500,400,6,1,0,4.6,2,1,5,8,1,4.649200439,-74.06279755,-1,"Monday, January 21, 2019","Monday, January 21, 2019",186.28.197.140,0.780451,0.005090833,0.171328469,0.413918433,0.828671531,0.00508455,0.262725127,1856,ChoiceCC_trial2_o3,186.28.197.140,190,190,1856,232.058,2,13.78404875,1,2.365596545,15.23345004,232.058,186.28.197.140,298,0.8492958,0.003613196,0.352750764
R_3j9AF2u229LWf8b,Default Response Set,Anonymous,,,190.60.114.22,0,1/22/2019 20:37,1/22/2019 20:52,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":17.706},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":27.368},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":7.332},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":6.952},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":26.429},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":5.579},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":6.622},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":6.381},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":14.244},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.6},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":4.731},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":4.382},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,,1,,0,1,10,9,56,24,8,7,1049.5,,399.5,,5,1,1,1,1,0,0,0,1,1,,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,50,,1,1,2,1,N/A- didnt take GMAT,3.6,1,1,5,8,1,4.649200439,-74.06279755,-1,"Tuesday, January 22, 2019","Tuesday, January 22, 2019",190.60.114.22,1.027059,0.002599575,0.039491777,0.198725382,0.960508223,0.001064007,0.711142061,1984,ChoiceCC_trial2_o3,190.60.114.22,77,77,1984,80.361,2,8.774964387,1,1.905045332,8.964429709,80.361,190.60.114.22,299,0.933473114,0.001053851,0.708101838
R_2sXXewM2QYuqVTy,Default Response Set,Anonymous,,,199.207.253.96,0,1/25/2019 12:45,1/25/2019 13:00,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":25.567},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.556},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":0,""answer"":1,""responseTime"":4.36},{""id"":524290,""beta"":0.6133917,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.437},{""id"":589826,""beta"":0.7155638000000001,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.881},{""id"":622594,""beta"":0.8272353,""discountRate"":0.00038732889999999997,""choice"":0,""answer"":1,""responseTime"":5.547},{""id"":622595,""beta"":0.8358774000000001,""discountRate"":0.0018718270000000001,""choice"":1,""answer"":2,""responseTime"":4.404},{""id"":630787,""beta"":0.8862586,""discountRate"":0.0025220240000000003,""choice"":1,""answer"":2,""responseTime"":11.455},{""id"":634883,""beta"":0.8798079,""discountRate"":0.002105633,""choice"":1,""answer"":2,""responseTime"":3.413},{""id"":636931,""beta"":0.9105724000000001,""discountRate"":0.002427761,""choice"":1,""answer"":2,""responseTime"":5.305},{""id"":637955,""beta"":0.9314536,""discountRate"":0.002635199,""choice"":1,""answer"":2,""responseTime"":6.765},{""id"":638467,""beta"":0.9286903,""discountRate"":0.0019506649999999998,""choice"":1,""answer"":2,""responseTime"":5.185},{""id"":638723,""beta"":0.9466534,""discountRate"":0.002063881}]",,,,1,,,1,1,20,10,51,18,10,10,3500,,399.5,,1,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,500,,500,500,4,1,640,3.9,2,1,5,8,1,40.78160095,-73.95110321,-1,"Friday, January 25, 2019","Friday, January 25, 2019",199.207.253.96,0.9466534,0.002063881,0.060063157,0.245077859,0.939936843,0.001710779,0.598898126,2061,ChoiceCC_trial2_o4,199.207.253.96,30,30,2061,307.907,2,5.477225575,1,2.488419562,17.54727899,307.907,199.207.253.96,300,0.895174965,0.001927778,0.523542714
R_22AhNwhCaOSQHUw,Default Response Set,Anonymous,,,207.237.102.168,0,1/28/2019 9:04,1/28/2019 9:15,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":4.65},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":5.759},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":1,""answer"":2,""responseTime"":9.692},{""id"":393217,""beta"":2,""discountRate"":0.03338353,""choice"":0,""answer"":1,""responseTime"":2.927},{""id"":393218,""beta"":0.7481733,""discountRate"":0.01357616,""choice"":0,""answer"":1,""responseTime"":3.47},{""id"":393219,""beta"":0.8407138000000001,""discountRate"":0.02041512,""choice"":0,""answer"":1,""responseTime"":2.58},{""id"":393220,""beta"":0.7818267,""discountRate"":0.01952148,""choice"":0,""answer"":1,""responseTime"":4.892},{""id"":393221,""beta"":0.8442434,""discountRate"":0.0261337,""choice"":0,""answer"":1,""responseTime"":2.47},{""id"":393222,""beta"":0.8103330000000001,""discountRate"":0.02569052,""choice"":0,""answer"":1,""responseTime"":1.924},{""id"":393223,""beta"":0.7025722999999999,""discountRate"":0.0270141,""choice"":0,""answer"":1,""responseTime"":1.835},{""id"":393224,""beta"":0.5628134,""discountRate"":0.023150680000000003,""choice"":0,""answer"":1,""responseTime"":2.752},{""id"":393225,""beta"":0.4687438,""discountRate"":0.020930590000000002,""choice"":1,""answer"":2,""responseTime"":3.391},{""id"":393481,""beta"":0.4936796,""discountRate"":0.02149339}]",,,,,1,,0,0,15,15,43,27,6,6,3500,,2749.5,,1,1,1,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,300,,500,500,7,1,720,3.3,2,1,5,8,1,40.78160095,-73.95110321,-1,"Monday, January 28, 2019","Monday, January 28, 2019",207.237.102.168,0.4936796,0.02149339,0.273384896,0.522862215,0.726615104,0.010456938,0.236510762,2222,ChoiceCC_trial2_o2,207.237.102.168,53,53,2222,144.156,2,7.280109889,1,2.158832723,12.00649824,144.156,207.237.102.168,301,0.909922146,0.003321796,0.427416851
R_21j58m2Z5vKiL2l,Default Response Set,Anonymous,,,207.237.164.219,0,1/21/2019 12:59,1/21/2019 13:16,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":11.059},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.559},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.742},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":10.715},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":5.375},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.657},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.404},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":6.863},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":6.643},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":5.556},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":6.765},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":11.171},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",,,,1,,,1,20,20,20,20,20,9,9,2749.5,,3250,,50,1,1,1,0,0,0,0,1,1,,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,500,,500,200,4,1,720,3.2,1,1,5,8,1,40.81159973,-73.95500183,-1,"Monday, January 21, 2019","Monday, January 21, 2019",207.237.164.219,1.050115,0.003411734,0.035522349,0.188473734,0.964477651,0.002718368,0.401545457,1895,ChoiceCC_trial2_o3,207.237.164.219,107,107,1895,555.627,2,10.34408043,1,2.744783342,23.57174156,555.627,207.237.164.219,302,0.956789965,0.002415236,0.447870429
R_SPiDQ1txXjb2i2t,Default Response Set,Anonymous,,,207.96.82.64,0,1/26/2019 13:30,1/26/2019 13:47,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":9.593},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.797},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.733},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":11.449},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.433},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":4.545},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.287},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":8.523},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":7.408},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":5.676},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":5.859},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":8.154},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",,,,1,,,1,0,20,20,50,10,7,7,,74.5,,149.5,1,1,1,1,1,1,0,0,1,,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,,30,500,1,6,1,770,3.5,1,1,5,8,1,40.73129272,-73.98919678,-1,"Saturday, January 26, 2019","Saturday, January 26, 2019",207.96.82.64,1.050115,0.003411734,0.038904575,0.197242426,0.961095425,0.002602408,0.419875672,2097,ChoiceCC_trial2,207.96.82.64,128,128,2097,162.32,2,11.3137085,1,2.210372034,12.74048665,162.32,207.96.82.64,303,0.943634322,0.002148828,0.488172265
R_3HunMfir55ZkHsk,Default Response Set,Anonymous,,,216.47.184.226,0,1/24/2019 15:22,1/24/2019 15:37,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":8.374},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":6.007},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.136},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":11.535},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":5.079},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":9.567},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.232},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":4.648},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":4.952},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":4.88},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":4.423},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":0,""answer"":1,""responseTime"":4.895},{""id"":749060,""beta"":1.056752,""discountRate"":0.004782003}]",,,1,,,,1,10,19,34,28,9,7,7,,1399.5,,3250,4,1,1,1,0,0,0,0,1,,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,,20,500,200,8,1,152 Executive Assessment,2.9,1,1,5,8,1,41.07679749,-73.48529816,-1,"Thursday, January 24, 2019","Thursday, January 24, 2019",216.47.184.226,1.056752,0.004782003,0.032000428,0.178886635,0.967999572,0.004206315,0.231698349,2020,ChoiceCC_trial2_o4,216.47.184.226,118,118,2020,399.889,2,10.86278049,1,2.601939458,19.99722481,399.889,216.47.184.226,304,0.956949749,0.003472721,0.310579294
R_1rJpq4hyz5O1GED,Default Response Set,Anonymous,,,222.109.225.86,0,1/23/2019 20:18,1/23/2019 20:24,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":18.254},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":6.235},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":0,""answer"":1,""responseTime"":7.151},{""id"":524290,""beta"":0.6133917,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":7.158},{""id"":589826,""beta"":0.7155638000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.141},{""id"":589827,""beta"":0.6840984,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.368},{""id"":606211,""beta"":0.7799858000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.697},{""id"":606212,""beta"":0.7832695,""discountRate"":0.0011497599999999999,""choice"":0,""answer"":1,""responseTime"":9.342},{""id"":606213,""beta"":0.7537648,""discountRate"":0.0007230334,""choice"":0,""answer"":1,""responseTime"":3.378},{""id"":606214,""beta"":0.7601561,""discountRate"":0.001931673,""choice"":0,""answer"":1,""responseTime"":3.766},{""id"":606215,""beta"":0.7398389999999999,""discountRate"":0.001630632,""choice"":1,""answer"":2,""responseTime"":14.618},{""id"":606727,""beta"":0.7380718,""discountRate"":0.001290135,""choice"":0,""answer"":1,""responseTime"":4.793},{""id"":606728,""beta"":0.7228896,""discountRate"":0.0010592029999999999}]",,,,,1,,0,0,8,8,42,42,5,5,,24.5,,25,0,1,1,1,1,1,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,10,1,750,3.8,1,1,5,8,1,37.59840393,127.091095,-1,"Wednesday, January 23, 2019","Wednesday, January 23, 2019",222.109.225.86,0.7228896,0.001059203,0.201346387,0.448716378,0.798653613,0.002159756,0.524167789,1996,ChoiceCC_trial2,222.109.225.86,158,158,1996,146.782,2,12.56980509,1,2.166672801,12.11536215,146.782,222.109.225.86,305,0.832824602,0.002227352,0.45228243
R_3NPX2BoZDLoRsBx,Default Response Set,Anonymous,,,24.193.43.221,0,1/28/2019 12:05,1/28/2019 12:18,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":14.364},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.136},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":7.88},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":14.431},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":1,""answer"":2,""responseTime"":6.083},{""id"":688130,""beta"":1.987655,""discountRate"":0.01190409,""choice"":1,""answer"":2,""responseTime"":6.394},{""id"":704514,""beta"":2,""discountRate"":0.01101651,""choice"":1,""answer"":2,""responseTime"":7.068},{""id"":712706,""beta"":2,""discountRate"":0.011016479999999999,""choice"":1,""answer"":2,""responseTime"":4.374},{""id"":716802,""beta"":2,""discountRate"":0.01014415,""choice"":1,""answer"":2,""responseTime"":6.221},{""id"":718850,""beta"":2,""discountRate"":0.01014415,""choice"":1,""answer"":2,""responseTime"":3.906},{""id"":719874,""beta"":1.637751,""discountRate"":0.007527967,""choice"":1,""answer"":2,""responseTime"":4.179},{""id"":720386,""beta"":1.642692,""discountRate"":0.007532892,""choice"":1,""answer"":2,""responseTime"":6.785},{""id"":720642,""beta"":1.642841,""discountRate"":0.007533272}]",,,,1,,,1,1,29,30,30,10,10,10,2749.5,,1399.5,,1.25,1,1,1,1,1,1,0,1,1,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,70,,600,300,4,1,690,3.4,1,1,5,8,1,40.7151947,-73.98770142,-1,"Monday, January 28, 2019","Monday, January 28, 2019",24.193.43.221,1.642841,0.007533272,0.020084647,0.141720313,0.979915353,0.004158514,0.287568935,2256,ChoiceCC_trial2_o3,24.193.43.221,25,25,2256,213.346,2,5,1,2.329084505,14.60636847,213.346,24.193.43.221,306,1.03456617,0.003535958,0.354422492
